ts_event,rtype,publisher_id,instrument_id,symbol,open,high,low,close,volume
2016-01-03 21:00:00+00:00,33,1,765,NQM6,4593.75,4593.75,4593.75,4593.75,1
2016-01-03 21:00:00+00:00,33,1,49734,NQH6,4592.5,4606.75,4592.5,4600.5,1559
2016-01-04 00:00:00+00:00,33,1,765,NQM6,4601.0,4601.0,4561.0,4568.0,4
2016-01-04 00:00:00+00:00,33,1,49734,NQH6,4600.25,4605.5,4564.25,4573.0,6799
2016-01-04 03:00:00+00:00,33,1,765,NQM6,4564.75,4564.75,4534.25,4534.25,4
2016-01-04 03:00:00+00:00,33,1,49734,NQH6,4572.25,4579.75,4537.75,4544.5,8542
2016-01-04 06:00:00+00:00,33,1,765,NQM6,4529.5,4529.5,4500.25,4500.25,9
2016-01-04 06:00:00+00:00,33,1,49734,NQH6,4545.25,4548.75,4499.0,4514.25,16495
2016-01-04 09:00:00+00:00,33,1,765,NQM6,4501.0,4501.0,4488.0,4489.0,6
2016-01-04 09:00:00+00:00,33,1,49734,NQH6,4514.5,4522.0,4490.0,4491.5,14162
2016-01-04 12:00:00+00:00,33,1,765,NQM6,4491.75,4493.5,4452.0,4467.0,71
2016-01-04 12:00:00+00:00,33,1,7123,NQH6-NQM6,-3.6,-3.6,-3.6,-3.6,1
2016-01-04 12:00:00+00:00,33,1,49734,NQH6,4491.0,4501.25,4459.5,4470.75,73879
2016-01-04 15:00:00+00:00,33,1,765,NQM6,4451.25,4463.5,4431.0,4463.5,36
2016-01-04 15:00:00+00:00,33,1,49734,NQH6,4470.25,4471.0,4429.75,4465.0,134553
2016-01-04 18:00:00+00:00,33,1,765,NQM6,4465.5,4471.75,4436.25,4471.75,20
2016-01-04 18:00:00+00:00,33,1,2563,NQU6,4434.5,4434.5,4434.5,4434.5,1
2016-01-04 18:00:00+00:00,33,1,49734,NQH6,4465.5,4490.5,4437.0,4490.0,91708
2016-01-04 21:00:00+00:00,33,1,765,NQM6,4500.25,4505.0,4500.0,4505.0,7
