ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2015-04-01T00:00:00.000000000Z,33,1,58385,4325.250000000,4325.250000000,4324.000000000,4325.000000000,29,NQM5
2015-04-01T00:01:00.000000000Z,33,1,58385,4325.750000000,4325.750000000,4325.750000000,4325.750000000,1,NQM5
2015-04-01T00:02:00.000000000Z,33,1,58385,4325.500000000,4325.750000000,4325.250000000,4325.750000000,16,NQM5
2015-04-01T00:03:00.000000000Z,33,1,58385,4325.000000000,4325.000000000,4324.750000000,4324.750000000,2,NQM5
2015-04-01T00:04:00.000000000Z,33,1,58385,4324.500000000,4324.750000000,4324.250000000,4324.250000000,8,NQM5
2015-04-01T00:05:00.000000000Z,33,1,58385,4324.250000000,4324.500000000,4323.750000000,4324.000000000,33,NQM5
2015-04-01T00:06:00.000000000Z,33,1,58385,4323.750000000,4323.750000000,4322.250000000,4322.250000000,36,NQM5
2015-04-01T00:07:00.000000000Z,33,1,58385,4322.000000000,4322.500000000,4318.500000000,4319.000000000,168,NQM5
2015-04-01T00:08:00.000000000Z,33,1,58385,4319.250000000,4320.250000000,4318.750000000,4319.000000000,41,NQM5
2015-04-01T00:09:00.000000000Z,33,1,58385,4319.750000000,4320.500000000,4319.750000000,4320.250000000,14,NQM5
2015-04-01T00:10:00.000000000Z,33,1,58385,4320.000000000,4320.250000000,4318.500000000,4318.500000000,24,NQM5
2015-04-01T00:11:00.000000000Z,33,1,58385,4318.250000000,4318.750000000,4317.500000000,4318.750000000,49,NQM5
2015-04-01T00:12:00.000000000Z,33,1,58385,4319.000000000,4319.500000000,4310.750000000,4316.250000000,483,NQM5
2015-04-01T00:13:00.000000000Z,33,1,58385,4316.000000000,4317.000000000,4313.250000000,4313.250000000,57,NQM5
2015-04-01T00:14:00.000000000Z,33,1,58385,4314.000000000,4315.750000000,4314.000000000,4315.500000000,46,NQM5
2015-04-01T00:15:00.000000000Z,33,1,58385,4315.000000000,4315.000000000,4314.500000000,4314.500000000,7,NQM5
2015-04-01T00:16:00.000000000Z,33,1,58385,4314.250000000,4314.750000000,4313.750000000,4314.750000000,7,NQM5
2015-04-01T00:17:00.000000000Z,33,1,58385,4314.250000000,4317.000000000,4314.250000000,4317.000000000,31,NQM5
2015-04-01T00:18:00.000000000Z,33,1,58385,4317.750000000,4317.750000000,4317.500000000,4317.500000000,4,NQM5
2015-04-01T00:19:00.000000000Z,33,1,58385,4317.250000000,4317.250000000,4316.750000000,4316.750000000,6,NQM5
2015-04-01T00:20:00.000000000Z,33,1,58385,4316.250000000,4316.500000000,4313.750000000,4313.750000000,54,NQM5
2015-04-01T00:21:00.000000000Z,33,1,58385,4314.000000000,4314.500000000,4313.500000000,4313.500000000,6,NQM5
2015-04-01T00:22:00.000000000Z,33,1,58385,4313.750000000,4314.250000000,4313.750000000,4314.250000000,3,NQM5
2015-04-01T00:23:00.000000000Z,33,1,58385,4314.750000000,4315.250000000,4314.750000000,4315.250000000,13,NQM5
2015-04-01T00:24:00.000000000Z,33,1,58385,4315.250000000,4315.250000000,4313.000000000,4313.000000000,49,NQM5
2015-04-01T00:25:00.000000000Z,33,1,58385,4313.500000000,4315.250000000,4313.250000000,4314.750000000,23,NQM5
2015-04-01T00:27:00.000000000Z,33,1,58385,4314.500000000,4316.500000000,4314.500000000,4316.000000000,19,NQM5
2015-04-01T00:28:00.000000000Z,33,1,58385,4315.000000000,4315.000000000,4314.500000000,4314.500000000,4,NQM5
2015-04-01T00:29:00.000000000Z,33,1,58385,4314.000000000,4314.500000000,4313.500000000,4314.250000000,20,NQM5
2015-04-01T00:30:00.000000000Z,33,1,58385,4313.500000000,4314.250000000,4313.250000000,4313.250000000,11,NQM5
2015-04-01T00:31:00.000000000Z,33,1,58385,4313.250000000,4313.250000000,4312.000000000,4312.500000000,18,NQM5
2015-04-01T00:32:00.000000000Z,33,1,58385,4312.000000000,4312.750000000,4311.500000000,4312.750000000,18,NQM5
2015-04-01T00:33:00.000000000Z,33,1,58385,4312.250000000,4312.250000000,4311.250000000,4311.500000000,19,NQM5
2015-04-01T00:34:00.000000000Z,33,1,58385,4312.250000000,4313.500000000,4312.000000000,4312.250000000,79,NQM5
2015-04-01T00:35:00.000000000Z,33,1,58385,4312.250000000,4312.250000000,4311.000000000,4311.000000000,10,NQM5
2015-04-01T00:36:00.000000000Z,33,1,58385,4311.750000000,4313.000000000,4311.000000000,4312.500000000,37,NQM5
2015-04-01T00:37:00.000000000Z,33,1,58385,4313.000000000,4313.250000000,4310.750000000,4310.750000000,36,NQM5
2015-04-01T00:38:00.000000000Z,33,1,58385,4310.750000000,4311.500000000,4310.500000000,4311.000000000,9,NQM5
2015-04-01T00:39:00.000000000Z,33,1,58385,4311.500000000,4313.500000000,4311.500000000,4312.250000000,17,NQM5
2015-04-01T00:40:00.000000000Z,33,1,58385,4312.500000000,4312.500000000,4311.000000000,4311.000000000,15,NQM5
2015-04-01T00:41:00.000000000Z,33,1,58385,4311.250000000,4311.250000000,4309.000000000,4309.000000000,47,NQM5
2015-04-01T00:42:00.000000000Z,33,1,58385,4309.000000000,4309.500000000,4302.750000000,4305.250000000,290,NQM5
