ts_event,rtype,publisher_id,instrument_id,symbol,open,high,low,close,volume
2011-08-01 00:00:00+00:00,33,1,12038,NQZ1,2382.5,2384.25,2381.0,2384.25,17
2011-08-01 00:00:00+00:00,33,1,56972,NQU1,2386.25,2392.75,2386.0,2391.25,1221
2011-08-01 01:00:00+00:00,33,1,12038,NQZ1,2385.5,2385.75,2385.5,2385.75,2
2011-08-01 01:00:00+00:00,33,1,56972,NQU1,2391.0,2394.0,2389.5,2390.0,1007
2011-08-01 02:00:00+00:00,33,1,12038,NQZ1,2383.0,2383.0,2383.0,2383.0,3
2011-08-01 02:00:00+00:00,33,1,56972,NQU1,2389.75,2390.5,2386.75,2387.75,545
2011-08-01 03:00:00+00:00,33,1,56972,NQU1,2387.75,2391.0,2387.5,2390.5,177
2011-08-01 04:00:00+00:00,33,1,56972,NQU1,2390.25,2392.0,2389.25,2390.0,165
2011-08-01 05:00:00+00:00,33,1,12038,NQZ1,2385.5,2385.75,2385.5,2385.75,6
2011-08-01 05:00:00+00:00,33,1,56972,NQU1,2389.5,2392.25,2388.5,2391.5,411
2011-08-01 06:00:00+00:00,33,1,56972,NQU1,2391.25,2395.0,2391.0,2391.25,1891
2011-08-01 07:00:00+00:00,33,1,12038,NQZ1,2385.75,2388.75,2379.0,2379.0,5
2011-08-01 07:00:00+00:00,33,1,56972,NQU1,2391.5,2394.75,2384.0,2384.75,4837
2011-08-01 08:00:00+00:00,33,1,12038,NQZ1,2376.5,2376.5,2376.5,2376.5,2
2011-08-01 08:00:00+00:00,33,1,56972,NQU1,2384.75,2388.25,2381.5,2386.25,3027
2011-08-01 09:00:00+00:00,33,1,12038,NQZ1,2380.5,2380.5,2380.5,2380.5,1
2011-08-01 09:00:00+00:00,33,1,56972,NQU1,2386.25,2386.75,2383.0,2386.5,1802
2011-08-01 10:00:00+00:00,33,1,12038,NQZ1,2384.0,2384.0,2384.0,2384.0,1
2011-08-01 10:00:00+00:00,33,1,56972,NQU1,2386.75,2394.0,2385.75,2392.25,2197
2011-08-01 11:00:00+00:00,33,1,56972,NQU1,2392.25,2393.5,2383.75,2385.5,2787
2011-08-01 12:00:00+00:00,33,1,56972,NQU1,2385.75,2389.25,2380.75,2382.25,5672
2011-08-01 13:00:00+00:00,33,1,12038,NQZ1,2384.0,2386.5,2365.25,2365.25,21
2011-08-01 13:00:00+00:00,33,1,56972,NQU1,2382.25,2394.0,2366.5,2367.75,59441
2011-08-01 14:00:00+00:00,33,1,12038,NQZ1,2356.75,2356.75,2336.5,2342.0,154
2011-08-01 14:00:00+00:00,33,1,56972,NQU1,2367.25,2367.5,2339.25,2347.5,84268
2011-08-01 14:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.5,-5.5,3
2011-08-01 15:00:00+00:00,33,1,12038,NQZ1,2340.0,2340.0,2322.75,2322.75,15
2011-08-01 15:00:00+00:00,33,1,56972,NQU1,2347.75,2348.0,2325.75,2327.25,54705
2011-08-01 16:00:00+00:00,33,1,12038,NQZ1,2321.0,2326.0,2316.25,2325.0,17
2011-08-01 16:00:00+00:00,33,1,56972,NQU1,2327.25,2332.75,2320.75,2330.75,32871
2011-08-01 17:00:00+00:00,33,1,12038,NQZ1,2327.0,2328.0,2325.0,2328.0,7
2011-08-01 17:00:00+00:00,33,1,56972,NQU1,2330.75,2334.75,2326.25,2334.75,17011
2011-08-01 18:00:00+00:00,33,1,12038,NQZ1,2326.75,2331.0,2320.0,2331.0,15
2011-08-01 18:00:00+00:00,33,1,56972,NQU1,2334.75,2339.25,2324.75,2338.5,19506
2011-08-01 19:00:00+00:00,33,1,8870,NQH2,2341.5,2341.5,2341.5,2341.5,1
2011-08-01 19:00:00+00:00,33,1,12038,NQZ1,2336.5,2347.0,2334.75,2343.25,25
2011-08-01 19:00:00+00:00,33,1,56972,NQU1,2338.75,2353.5,2338.25,2350.25,50531
2011-08-01 20:00:00+00:00,33,1,12038,NQZ1,2345.25,2345.5,2343.0,2343.0,5
2011-08-01 20:00:00+00:00,33,1,56972,NQU1,2350.25,2352.0,2345.0,2346.5,10071
2011-08-01 20:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.5,-5.5,-5.5,-5.5,4
2011-08-01 21:00:00+00:00,33,1,12038,NQZ1,2340.5,2340.5,2340.5,2340.5,5
2011-08-01 21:00:00+00:00,33,1,56972,NQU1,2346.5,2346.75,2342.0,2343.0,562
2011-08-01 22:00:00+00:00,33,1,12038,NQZ1,2345.5,2346.75,2345.5,2346.25,5
2011-08-01 22:00:00+00:00,33,1,56972,NQU1,2344.0,2353.5,2344.0,2351.75,849
2011-08-01 23:00:00+00:00,33,1,12038,NQZ1,2348.5,2348.5,2345.25,2345.25,16
2011-08-01 23:00:00+00:00,33,1,56972,NQU1,2351.75,2355.25,2347.25,2349.25,873
2011-08-01 23:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.35,-5.35,2
2011-08-02 00:00:00+00:00,33,1,56972,NQU1,2349.25,2351.25,2347.5,2350.0,490
2011-08-02 01:00:00+00:00,33,1,12038,NQZ1,2342.0,2342.0,2342.0,2342.0,2
2011-08-02 01:00:00+00:00,33,1,56972,NQU1,2350.5,2351.0,2342.25,2344.5,518
2011-08-02 01:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.35,-5.35,2
2011-08-02 02:00:00+00:00,33,1,56972,NQU1,2344.25,2345.25,2342.0,2343.5,268
2011-08-02 03:00:00+00:00,33,1,12038,NQZ1,2336.25,2336.25,2330.25,2331.75,7
2011-08-02 03:00:00+00:00,33,1,56972,NQU1,2343.25,2344.5,2332.25,2337.75,647
2011-08-02 03:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.5,-5.5,-5.5,-5.5,5
2011-08-02 04:00:00+00:00,33,1,56972,NQU1,2337.75,2338.75,2335.5,2335.5,286
2011-08-02 05:00:00+00:00,33,1,12038,NQZ1,2329.5,2329.5,2329.5,2329.5,2
2011-08-02 05:00:00+00:00,33,1,56972,NQU1,2336.0,2337.5,2332.25,2337.0,638
2011-08-02 05:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.35,-5.35,2
2011-08-02 06:00:00+00:00,33,1,56972,NQU1,2337.25,2339.75,2333.75,2334.25,1343
2011-08-02 07:00:00+00:00,33,1,12038,NQZ1,2328.75,2328.75,2325.75,2327.75,12
2011-08-02 07:00:00+00:00,33,1,56972,NQU1,2334.5,2336.5,2329.75,2334.5,4698
2011-08-02 07:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.35,-5.35,3
2011-08-02 08:00:00+00:00,33,1,12038,NQZ1,2332.0,2332.0,2332.0,2332.0,4
2011-08-02 08:00:00+00:00,33,1,56972,NQU1,2334.75,2339.25,2334.0,2335.5,3160
2011-08-02 08:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.35,-5.35,2
2011-08-02 09:00:00+00:00,33,1,56972,NQU1,2335.25,2338.5,2330.75,2333.0,2447
2011-08-02 10:00:00+00:00,33,1,56972,NQU1,2332.75,2339.0,2332.5,2336.0,1982
2011-08-02 11:00:00+00:00,33,1,12038,NQZ1,2325.25,2325.25,2325.25,2325.25,25
2011-08-02 11:00:00+00:00,33,1,56972,NQU1,2335.75,2338.0,2331.0,2335.0,3202
2011-08-02 12:00:00+00:00,33,1,12038,NQZ1,2326.25,2332.0,2324.0,2332.0,4
2011-08-02 12:00:00+00:00,33,1,56972,NQU1,2335.0,2338.75,2325.0,2338.0,9589
2011-08-02 13:00:00+00:00,33,1,12038,NQZ1,2330.25,2337.5,2330.25,2337.5,14
2011-08-02 13:00:00+00:00,33,1,56972,NQU1,2338.0,2345.75,2332.25,2345.25,40362
2011-08-02 14:00:00+00:00,33,1,12038,NQZ1,2341.25,2342.5,2333.0,2333.0,29
2011-08-02 14:00:00+00:00,33,1,56972,NQU1,2345.0,2349.25,2335.25,2336.75,45060
2011-08-02 15:00:00+00:00,33,1,12038,NQZ1,2330.0,2330.0,2324.0,2325.0,80
2011-08-02 15:00:00+00:00,33,1,56972,NQU1,2336.5,2336.75,2326.5,2331.0,41407
2011-08-02 15:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.35,-5.35,1
2011-08-02 16:00:00+00:00,33,1,12038,NQZ1,2324.75,2330.75,2301.0,2313.5,111
2011-08-02 16:00:00+00:00,33,1,56972,NQU1,2331.0,2336.25,2312.25,2318.5,40616
2011-08-02 16:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.25,-5.35,-5.25,14
2011-08-02 17:00:00+00:00,33,1,12038,NQZ1,2316.5,2316.5,2308.0,2309.5,11
2011-08-02 17:00:00+00:00,33,1,56972,NQU1,2318.5,2325.0,2302.75,2305.0,33312
2011-08-02 18:00:00+00:00,33,1,12038,NQZ1,2302.75,2306.25,2302.75,2303.25,13
2011-08-02 18:00:00+00:00,33,1,56972,NQU1,2305.0,2316.25,2303.25,2314.75,24599
2011-08-02 18:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.25,-5.25,-5.25,-5.25,6
2011-08-02 19:00:00+00:00,33,1,12038,NQZ1,2308.25,2308.25,2283.75,2283.75,30
2011-08-02 19:00:00+00:00,33,1,56972,NQU1,2315.0,2317.0,2287.75,2289.75,67283
2011-08-02 19:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.25,-5.25,-5.25,-5.25,2
2011-08-02 20:00:00+00:00,33,1,12038,NQZ1,2284.0,2284.0,2280.75,2281.5,9
2011-08-02 20:00:00+00:00,33,1,56972,NQU1,2289.75,2295.25,2283.5,2284.75,16608
2011-08-02 20:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.35,-5.35,2
2011-08-02 21:00:00+00:00,33,1,56972,NQU1,2285.0,2286.75,2282.5,2284.0,570
2011-08-02 22:00:00+00:00,33,1,56972,NQU1,2284.25,2286.75,2281.25,2284.0,1112
2011-08-02 23:00:00+00:00,33,1,56972,NQU1,2284.0,2287.0,2283.75,2284.75,372
2011-08-03 00:00:00+00:00,33,1,56972,NQU1,2285.0,2288.25,2284.5,2286.25,386
2011-08-03 01:00:00+00:00,33,1,12038,NQZ1,2280.0,2280.0,2280.0,2280.0,3
2011-08-03 01:00:00+00:00,33,1,56972,NQU1,2286.25,2287.25,2282.75,2285.25,766
2011-08-03 02:00:00+00:00,33,1,12038,NQZ1,2280.25,2280.5,2280.25,2280.5,10
2011-08-03 02:00:00+00:00,33,1,56972,NQU1,2285.0,2287.75,2284.25,2287.5,503
2011-08-03 03:00:00+00:00,33,1,56972,NQU1,2287.5,2289.5,2286.25,2288.0,387
2011-08-03 04:00:00+00:00,33,1,12038,NQZ1,2285.0,2285.0,2285.0,2285.0,1
2011-08-03 04:00:00+00:00,33,1,56972,NQU1,2288.25,2291.5,2286.75,2289.25,447
2011-08-03 05:00:00+00:00,33,1,56972,NQU1,2289.25,2289.75,2287.0,2288.0,270
2011-08-03 06:00:00+00:00,33,1,12038,NQZ1,2281.75,2281.75,2274.0,2280.0,42
2011-08-03 06:00:00+00:00,33,1,56972,NQU1,2288.25,2291.25,2277.25,2285.75,3017
2011-08-03 06:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.0,-5.0,-5.3,-5.3,6
2011-08-03 07:00:00+00:00,33,1,12038,NQZ1,2290.0,2290.0,2289.5,2289.5,2
2011-08-03 07:00:00+00:00,33,1,56972,NQU1,2285.5,2297.75,2283.25,2294.25,9266
2011-08-03 08:00:00+00:00,33,1,12038,NQZ1,2291.0,2291.0,2291.0,2291.0,2
2011-08-03 08:00:00+00:00,33,1,56972,NQU1,2294.25,2299.75,2294.0,2298.25,4499
2011-08-03 09:00:00+00:00,33,1,12038,NQZ1,2295.0,2295.0,2293.0,2293.0,3
2011-08-03 09:00:00+00:00,33,1,56972,NQU1,2298.25,2301.25,2295.5,2298.25,2440
2011-08-03 10:00:00+00:00,33,1,12038,NQZ1,2296.25,2296.25,2296.25,2296.25,1
2011-08-03 10:00:00+00:00,33,1,56972,NQU1,2298.5,2303.5,2296.5,2300.75,2571
2011-08-03 11:00:00+00:00,33,1,12038,NQZ1,2287.75,2287.75,2287.75,2287.75,2
2011-08-03 11:00:00+00:00,33,1,56972,NQU1,2300.5,2300.5,2291.75,2294.5,4558
2011-08-03 12:00:00+00:00,33,1,56972,NQU1,2294.5,2299.0,2289.75,2296.75,10171
2011-08-03 13:00:00+00:00,33,1,12038,NQZ1,2285.25,2293.75,2279.5,2293.75,58
2011-08-03 13:00:00+00:00,33,1,56972,NQU1,2297.0,2300.75,2284.5,2300.0,48438
2011-08-03 14:00:00+00:00,33,1,8870,NQH2,2264.0,2264.0,2264.0,2264.0,1
2011-08-03 14:00:00+00:00,33,1,12038,NQZ1,2291.75,2291.75,2248.75,2270.5,255
2011-08-03 14:00:00+00:00,33,1,56972,NQU1,2300.5,2303.5,2253.0,2277.25,109244
2011-08-03 14:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.2,-5.2,-5.2,-5.2,2
2011-08-03 15:00:00+00:00,33,1,12038,NQZ1,2271.0,2287.75,2269.0,2281.5,118
2011-08-03 15:00:00+00:00,33,1,56972,NQU1,2277.25,2297.0,2272.75,2288.5,79036
2011-08-03 15:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.3,-5.2,-5.3,-5.2,9
2011-08-03 16:00:00+00:00,33,1,8870,NQH2,2276.0,2276.0,2276.0,2276.0,1
2011-08-03 16:00:00+00:00,33,1,12038,NQZ1,2276.0,2279.5,2270.0,2279.5,38
2011-08-03 16:00:00+00:00,33,1,56972,NQU1,2288.5,2289.25,2273.75,2285.5,32153
2011-08-03 16:00:00+00:00,33,1,612349,NQU1-NQZ1,-5.35,-5.35,-5.35,-5.35,14
