ts_event,rtype,publisher_id,instrument_id,symbol,open,high,low,close,volume
2023-11-01 00:00:00+00:00,33,1,750,NQH4,14640.0,14641.25,14640.0,14641.25,2
2023-11-01 00:00:00+00:00,33,1,14933,NQZ3-NQH4,181.1,183.1,181.1,183.1,2
2023-11-01 00:00:00+00:00,33,1,260937,NQZ3,14453.0,14464.0,14451.25,14454.25,1796
2023-11-01 00:30:00+00:00,33,1,260937,NQZ3,14454.75,14456.0,14443.5,14452.5,2157
2023-11-01 01:00:00+00:00,33,1,750,NQH4,14633.25,14633.25,14633.25,14633.25,1
2023-11-01 01:00:00+00:00,33,1,260937,NQZ3,14452.75,14453.5,14440.0,14448.25,1475
2023-11-01 01:30:00+00:00,33,1,750,NQH4,14633.5,14633.5,14633.5,14633.5,1
2023-11-01 01:30:00+00:00,33,1,260937,NQZ3,14446.75,14456.75,14438.75,14446.5,2135
2023-11-01 02:00:00+00:00,33,1,750,NQH4,14633.5,14633.5,14633.5,14633.5,1
2023-11-01 02:00:00+00:00,33,1,14933,NQZ3-NQH4,181.45,181.45,181.45,181.45,1
2023-11-01 02:00:00+00:00,33,1,260937,NQZ3,14446.0,14458.5,14443.75,14458.25,1425
2023-11-01 02:30:00+00:00,33,1,750,NQH4,14643.5,14643.5,14643.5,14643.5,1
2023-11-01 02:30:00+00:00,33,1,260937,NQZ3,14459.0,14474.0,14458.75,14473.0,1831
2023-11-01 03:00:00+00:00,33,1,750,NQH4,14651.75,14651.75,14651.75,14651.75,1
2023-11-01 03:00:00+00:00,33,1,13743,NQM4,14861.75,14861.75,14861.75,14861.75,1
2023-11-01 03:00:00+00:00,33,1,260937,NQZ3,14472.5,14476.0,14469.0,14474.25,921
2023-11-01 03:30:00+00:00,33,1,260937,NQZ3,14474.25,14476.5,14469.75,14470.0,885
2023-11-01 04:00:00+00:00,33,1,750,NQH4,14651.75,14651.75,14651.75,14651.75,1
2023-11-01 04:00:00+00:00,33,1,260937,NQZ3,14470.0,14473.0,14466.25,14467.75,652
2023-11-01 04:30:00+00:00,33,1,13743,NQM4,14852.5,14852.5,14852.5,14852.5,1
2023-11-01 04:30:00+00:00,33,1,260937,NQZ3,14468.0,14476.25,14465.0,14472.5,792
2023-11-01 05:00:00+00:00,33,1,260937,NQZ3,14472.5,14473.25,14464.0,14467.25,1235
2023-11-01 05:30:00+00:00,33,1,260937,NQZ3,14467.0,14467.25,14454.0,14456.25,1275
2023-11-01 06:00:00+00:00,33,1,750,NQH4,14653.5,14653.5,14653.5,14653.5,25
2023-11-01 06:00:00+00:00,33,1,14933,NQZ3-NQH4,183.4,183.45,183.4,183.45,3
2023-11-01 06:00:00+00:00,33,1,260937,NQZ3,14455.75,14476.25,14454.0,14470.5,1803
2023-11-01 06:30:00+00:00,33,1,750,NQH4,14667.25,14667.25,14666.0,14666.0,6
2023-11-01 06:30:00+00:00,33,1,260937,NQZ3,14470.5,14492.25,14468.25,14491.25,2239
2023-11-01 07:00:00+00:00,33,1,750,NQH4,14660.0,14660.75,14657.25,14657.25,51
2023-11-01 07:00:00+00:00,33,1,14933,NQZ3-NQH4,182.0,183.6,182.0,183.05,14
2023-11-01 07:00:00+00:00,33,1,260937,NQZ3,14491.25,14492.0,14470.25,14474.0,2803
2023-11-01 07:30:00+00:00,33,1,750,NQH4,14660.0,14660.0,14656.5,14656.5,3
2023-11-01 07:30:00+00:00,33,1,14933,NQZ3-NQH4,182.5,182.5,182.5,182.5,1
2023-11-01 07:30:00+00:00,33,1,260937,NQZ3,14473.5,14482.0,14461.0,14462.25,2540
2023-11-01 08:00:00+00:00,33,1,750,NQH4,14635.0,14635.0,14622.5,14622.5,5
2023-11-01 08:00:00+00:00,33,1,260937,NQZ3,14462.5,14471.5,14437.75,14440.75,6047
2023-11-01 08:30:00+00:00,33,1,750,NQH4,14625.25,14625.25,14620.25,14620.25,5
2023-11-01 08:30:00+00:00,33,1,14933,NQZ3-NQH4,183.8,183.85,183.4,183.85,3
2023-11-01 08:30:00+00:00,33,1,260937,NQZ3,14440.5,14453.25,14430.0,14438.75,3973
2023-11-01 09:00:00+00:00,33,1,750,NQH4,14624.75,14629.5,14620.0,14620.0,3
2023-11-01 09:00:00+00:00,33,1,260937,NQZ3,14439.5,14453.25,14423.0,14433.25,4152
2023-11-01 09:30:00+00:00,33,1,750,NQH4,14618.0,14618.0,14605.0,14614.0,4
2023-11-01 09:30:00+00:00,33,1,260937,NQZ3,14433.25,14438.75,14421.25,14430.75,2925
2023-11-01 10:00:00+00:00,33,1,750,NQH4,14610.5,14612.25,14600.0,14609.0,11
2023-11-01 10:00:00+00:00,33,1,260937,NQZ3,14431.5,14435.0,14417.0,14429.0,3257
2023-11-01 10:30:00+00:00,33,1,750,NQH4,14619.25,14624.75,14619.25,14622.0,5
2023-11-01 10:30:00+00:00,33,1,14933,NQZ3-NQH4,182.7,182.7,182.7,182.7,1
2023-11-01 10:30:00+00:00,33,1,260937,NQZ3,14428.5,14443.0,14424.75,14435.75,3202
2023-11-01 11:00:00+00:00,33,1,750,NQH4,14624.75,14624.75,14608.5,14608.5,7
2023-11-01 11:00:00+00:00,33,1,260937,NQZ3,14436.0,14444.0,14422.5,14423.75,3002
2023-11-01 11:30:00+00:00,33,1,750,NQH4,14611.5,14611.5,14611.5,14611.5,2
2023-11-01 11:30:00+00:00,33,1,14933,NQZ3-NQH4,182.7,182.7,182.7,182.7,1
2023-11-01 11:30:00+00:00,33,1,260937,NQZ3,14422.75,14435.75,14410.75,14420.5,4383
2023-11-01 12:00:00+00:00,33,1,750,NQH4,14611.5,14630.25,14611.5,14619.0,7
2023-11-01 12:00:00+00:00,33,1,260937,NQZ3,14420.75,14448.75,14417.25,14440.0,8274
2023-11-01 12:30:00+00:00,33,1,750,NQH4,14624.25,14695.0,14624.25,14680.0,24
2023-11-01 12:30:00+00:00,33,1,260937,NQZ3,14440.5,14515.0,14440.5,14498.25,27251
2023-11-01 13:00:00+00:00,33,1,750,NQH4,14655.5,14709.0,14655.5,14708.5,19
2023-11-01 13:00:00+00:00,33,1,13743,NQM4,14888.0,14888.0,14888.0,14888.0,2
2023-11-01 13:00:00+00:00,33,1,14933,NQZ3-NQH4,182.7,183.05,182.7,183.05,3
2023-11-01 13:00:00+00:00,33,1,260937,NQZ3,14498.25,14534.5,14467.0,14520.0,19862
2023-11-01 13:30:00+00:00,33,1,750,NQH4,14718.5,14762.5,14700.25,14734.5,75
2023-11-01 13:30:00+00:00,33,1,13743,NQM4,14932.75,14932.75,14932.75,14932.75,1
2023-11-01 13:30:00+00:00,33,1,14933,NQZ3-NQH4,183.35,183.85,183.2,183.85,32
2023-11-01 13:30:00+00:00,33,1,260937,NQZ3,14520.25,14581.5,14515.25,14547.0,68307
2023-11-01 14:00:00+00:00,33,1,750,NQH4,14757.25,14820.25,14720.0,14816.25,90
2023-11-01 14:00:00+00:00,33,1,14933,NQZ3-NQH4,183.9,184.0,183.15,184.0,43
2023-11-01 14:00:00+00:00,33,1,260937,NQZ3,14549.75,14638.5,14530.0,14631.0,90072
2023-11-01 14:30:00+00:00,33,1,750,NQH4,14821.0,14830.0,14794.0,14794.0,120
2023-11-01 14:30:00+00:00,33,1,14933,NQZ3-NQH4,183.7,183.7,183.35,183.35,27
2023-11-01 14:30:00+00:00,33,1,260937,NQZ3,14631.0,14649.5,14614.75,14622.25,43664
2023-11-01 15:00:00+00:00,33,1,750,NQH4,14806.5,14825.0,14769.5,14769.5,27
2023-11-01 15:00:00+00:00,33,1,14933,NQZ3-NQH4,182.95,183.85,182.95,183.45,17
2023-11-01 15:00:00+00:00,33,1,260937,NQZ3,14622.75,14642.75,14582.75,14590.75,37481
2023-11-01 15:30:00+00:00,33,1,750,NQH4,14780.0,14800.0,14764.0,14797.75,11
2023-11-01 15:30:00+00:00,33,1,14933,NQZ3-NQH4,183.25,183.25,183.1,183.25,29
2023-11-01 15:30:00+00:00,33,1,260937,NQZ3,14591.0,14620.0,14576.0,14611.0,26749
2023-11-01 16:00:00+00:00,33,1,750,NQH4,14791.0,14795.0,14783.75,14783.75,107
2023-11-01 16:00:00+00:00,33,1,14933,NQZ3-NQH4,183.75,183.9,183.75,183.8,9
2023-11-01 16:00:00+00:00,33,1,260937,NQZ3,14610.75,14616.25,14582.5,14595.75,25932
2023-11-01 16:30:00+00:00,33,1,750,NQH4,14767.25,14774.0,14746.0,14774.0,22
2023-11-01 16:30:00+00:00,33,1,14933,NQZ3-NQH4,183.8,183.85,183.8,183.85,6
2023-11-01 16:30:00+00:00,33,1,260937,NQZ3,14596.0,14612.75,14562.25,14586.5,24747
2023-11-01 17:00:00+00:00,33,1,750,NQH4,14762.25,14800.0,14759.5,14780.5,25
2023-11-01 17:00:00+00:00,33,1,260937,NQZ3,14586.5,14616.75,14574.0,14598.0,22316
2023-11-01 17:30:00+00:00,33,1,750,NQH4,14780.0,14795.5,14770.25,14795.5,5
2023-11-01 17:30:00+00:00,33,1,14933,NQZ3-NQH4,183.6,183.6,183.35,183.35,4
2023-11-01 17:30:00+00:00,33,1,260937,NQZ3,14598.0,14610.25,14580.25,14605.75,15678
2023-11-01 18:00:00+00:00,33,1,750,NQH4,14813.75,14813.75,14758.5,14803.75,30
2023-11-01 18:00:00+00:00,33,1,14933,NQZ3-NQH4,183.55,183.55,182.6,183.0,49
2023-11-01 18:00:00+00:00,33,1,260937,NQZ3,14605.75,14640.5,14571.25,14613.75,41249
2023-11-01 18:30:00+00:00,33,1,750,NQH4,14805.5,14858.0,14741.75,14850.0,272
2023-11-01 18:30:00+00:00,33,1,4358,NQU4,15147.75,15147.75,15147.75,15147.75,1
2023-11-01 18:30:00+00:00,33,1,13743,NQM4,15015.0,15015.0,15000.0,15000.0,11
2023-11-01 18:30:00+00:00,33,1,14933,NQZ3-NQH4,182.4,183.7,182.4,183.25,19
2023-11-01 18:30:00+00:00,33,1,260937,NQZ3,14613.75,14677.0,14558.0,14658.75,89633
2023-11-01 19:00:00+00:00,33,1,750,NQH4,14853.5,14927.5,14853.5,14910.0,123
2023-11-01 19:00:00+00:00,33,1,13743,NQM4,15050.0,15050.0,15050.0,15050.0,1
2023-11-01 19:00:00+00:00,33,1,14933,NQZ3-NQH4,183.25,183.7,183.15,183.6,42
2023-11-01 19:00:00+00:00,33,1,260937,NQZ3,14659.0,14749.0,14658.0,14731.0,61983
2023-11-01 19:30:00+00:00,33,1,750,NQH4,14908.25,14943.25,14908.25,14926.0,128
2023-11-01 19:30:00+00:00,33,1,13743,NQM4,15120.0,15120.0,15120.0,15120.0,1
2023-11-01 19:30:00+00:00,33,1,14933,NQZ3-NQH4,183.45,183.8,183.45,183.8,18
2023-11-01 19:30:00+00:00,33,1,260937,NQZ3,14730.75,14762.0,14724.5,14742.75,50790
2023-11-01 20:00:00+00:00,33,1,750,NQH4,14932.25,14939.75,14920.0,14920.0,13
2023-11-01 20:00:00+00:00,33,1,14933,NQZ3-NQH4,183.5,184.05,183.5,184.05,62
2023-11-01 20:00:00+00:00,33,1,260937,NQZ3,14742.5,14755.75,14732.75,14741.75,14657
2023-11-01 20:30:00+00:00,33,1,750,NQH4,14928.0,14942.5,14928.0,14942.5,5
2023-11-01 20:30:00+00:00,33,1,14933,NQZ3-NQH4,184.2,184.25,184.2,184.25,23
2023-11-01 20:30:00+00:00,33,1,260937,NQZ3,14741.75,14761.25,14740.25,14761.25,2961
2023-11-01 22:00:00+00:00,33,1,750,NQH4,14946.0,14953.5,14946.0,14953.5,7
2023-11-01 22:00:00+00:00,33,1,14933,NQZ3-NQH4,184.25,184.25,184.25,184.25,1
2023-11-01 22:00:00+00:00,33,1,260937,NQZ3,14761.25,14773.5,14760.0,14763.0,2248
2023-11-01 22:30:00+00:00,33,1,750,NQH4,14950.25,14952.0,14950.25,14952.0,27
