ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2012-08-01T00:00:00.000000000Z,33,1,57494,2635.750000000,2636.000000000,2635.500000000,2636.000000000,15,NQU2
2012-08-01T00:01:00.000000000Z,33,1,57494,2636.000000000,2636.000000000,2635.750000000,2635.750000000,4,NQU2
2012-08-01T00:02:00.000000000Z,33,1,57494,2636.000000000,2636.000000000,2636.000000000,2636.000000000,3,NQU2
2012-08-01T00:04:00.000000000Z,33,1,57494,2635.750000000,2635.750000000,2635.500000000,2635.500000000,7,NQU2
2012-08-01T00:05:00.000000000Z,33,1,57494,2635.750000000,2636.000000000,2635.250000000,2636.000000000,22,NQU2
2012-08-01T00:06:00.000000000Z,33,1,57494,2636.000000000,2636.500000000,2635.500000000,2635.750000000,119,NQU2
2012-08-01T00:07:00.000000000Z,33,1,57494,2635.750000000,2636.250000000,2635.750000000,2636.000000000,23,NQU2
2012-08-01T00:08:00.000000000Z,33,1,57494,2636.000000000,2636.000000000,2635.000000000,2635.500000000,35,NQU2
2012-08-01T00:09:00.000000000Z,33,1,57494,2635.500000000,2635.750000000,2635.500000000,2635.500000000,31,NQU2
2012-08-01T00:10:00.000000000Z,33,1,57494,2635.250000000,2635.500000000,2635.250000000,2635.500000000,20,NQU2
2012-08-01T00:11:00.000000000Z,33,1,57494,2635.000000000,2635.000000000,2634.750000000,2634.750000000,5,NQU2
2012-08-01T00:13:00.000000000Z,33,1,57494,2635.000000000,2635.000000000,2634.750000000,2634.750000000,29,NQU2
2012-08-01T00:14:00.000000000Z,33,1,57494,2634.500000000,2634.500000000,2634.250000000,2634.500000000,20,NQU2
2012-08-01T00:15:00.000000000Z,33,1,57494,2634.500000000,2634.750000000,2634.000000000,2634.000000000,22,NQU2
2012-08-01T00:16:00.000000000Z,33,1,57494,2633.750000000,2633.750000000,2633.000000000,2633.250000000,47,NQU2
2012-08-01T00:17:00.000000000Z,33,1,57494,2633.500000000,2634.000000000,2633.500000000,2633.750000000,25,NQU2
2012-08-01T00:18:00.000000000Z,33,1,57494,2633.750000000,2633.750000000,2633.250000000,2633.500000000,32,NQU2
2012-08-01T00:19:00.000000000Z,33,1,57494,2633.250000000,2633.250000000,2633.000000000,2633.250000000,17,NQU2
2012-08-01T00:20:00.000000000Z,33,1,57494,2633.250000000,2633.250000000,2633.000000000,2633.000000000,11,NQU2
2012-08-01T00:21:00.000000000Z,33,1,57494,2633.000000000,2633.250000000,2633.000000000,2633.250000000,9,NQU2
2012-08-01T00:23:00.000000000Z,33,1,57494,2633.000000000,2633.250000000,2633.000000000,2633.250000000,3,NQU2
2012-08-01T00:24:00.000000000Z,33,1,57494,2633.250000000,2633.250000000,2632.750000000,2633.250000000,22,NQU2
2012-08-01T00:25:00.000000000Z,33,1,57494,2633.500000000,2633.500000000,2633.000000000,2633.000000000,13,NQU2
2012-08-01T00:26:00.000000000Z,33,1,57494,2633.000000000,2633.250000000,2633.000000000,2633.000000000,19,NQU2
2012-08-01T00:27:00.000000000Z,33,1,57494,2633.000000000,2633.250000000,2632.750000000,2633.250000000,17,NQU2
2012-08-01T00:28:00.000000000Z,33,1,57494,2633.000000000,2633.000000000,2632.750000000,2632.750000000,12,NQU2
2012-08-01T00:29:00.000000000Z,33,1,57494,2633.250000000,2633.250000000,2633.250000000,2633.250000000,5,NQU2
2012-08-01T00:30:00.000000000Z,33,1,57494,2633.250000000,2633.750000000,2633.250000000,2633.750000000,16,NQU2
2012-08-01T00:31:00.000000000Z,33,1,57494,2633.500000000,2633.750000000,2633.250000000,2633.250000000,27,NQU2
2012-08-01T00:32:00.000000000Z,33,1,57494,2633.000000000,2634.000000000,2633.000000000,2633.500000000,23,NQU2
2012-08-01T00:33:00.000000000Z,33,1,57494,2633.750000000,2633.750000000,2633.500000000,2633.500000000,12,NQU2
2012-08-01T00:34:00.000000000Z,33,1,57494,2633.250000000,2633.250000000,2633.250000000,2633.250000000,3,NQU2
