ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2017-02-01T00:00:00.000000000Z,33,1,35888,5127.000000000,5127.500000000,5126.250000000,5127.250000000,153,NQH7
2017-02-01T00:02:00.000000000Z,33,1,35888,5127.250000000,5127.750000000,5127.250000000,5127.250000000,46,NQH7
2017-02-01T00:04:00.000000000Z,33,1,35888,5127.000000000,5128.000000000,5127.000000000,5128.000000000,35,NQH7
2017-02-01T00:06:00.000000000Z,33,1,35888,5127.500000000,5127.750000000,5127.000000000,5127.000000000,41,NQH7
2017-02-01T00:08:00.000000000Z,33,1,35888,5126.750000000,5127.750000000,5126.750000000,5127.250000000,52,NQH7
2017-02-01T00:10:00.000000000Z,33,1,35888,5127.250000000,5127.500000000,5127.000000000,5127.250000000,27,NQH7
2017-02-01T00:12:00.000000000Z,33,1,35888,5127.250000000,5127.250000000,5126.750000000,5127.250000000,17,NQH7
2017-02-01T00:14:00.000000000Z,33,1,35888,5127.000000000,5127.250000000,5126.750000000,5127.250000000,39,NQH7
2017-02-01T00:16:00.000000000Z,33,1,35888,5127.000000000,5127.250000000,5126.500000000,5126.750000000,45,NQH7
2017-02-01T00:18:00.000000000Z,33,1,35888,5126.750000000,5127.000000000,5126.750000000,5127.000000000,15,NQH7
2017-02-01T00:20:00.000000000Z,33,1,35888,5127.000000000,5127.750000000,5126.750000000,5127.750000000,21,NQH7
2017-02-01T00:22:00.000000000Z,33,1,35888,5127.750000000,5127.750000000,5127.500000000,5127.750000000,24,NQH7
2017-02-01T00:24:00.000000000Z,33,1,35888,5127.500000000,5128.000000000,5127.500000000,5128.000000000,51,NQH7
2017-02-01T00:26:00.000000000Z,33,1,35888,5128.000000000,5128.000000000,5128.000000000,5128.000000000,4,NQH7
2017-02-01T00:28:00.000000000Z,33,1,35888,5127.750000000,5128.000000000,5127.500000000,5128.000000000,40,NQH7
2017-02-01T00:30:00.000000000Z,33,1,35888,5127.750000000,5128.000000000,5127.750000000,5127.750000000,15,NQH7
2017-02-01T00:32:00.000000000Z,33,1,35888,5127.750000000,5128.250000000,5127.750000000,5128.250000000,24,NQH7
2017-02-01T00:34:00.000000000Z,33,1,35888,5128.250000000,5128.250000000,5128.000000000,5128.000000000,14,NQH7
2017-02-01T00:36:00.000000000Z,33,1,35888,5127.750000000,5128.000000000,5127.250000000,5127.250000000,54,NQH7
2017-02-01T00:38:00.000000000Z,33,1,35888,5127.250000000,5127.500000000,5127.000000000,5127.250000000,13,NQH7
2017-02-01T00:40:00.000000000Z,33,1,35888,5127.250000000,5127.750000000,5127.250000000,5127.750000000,24,NQH7
2017-02-01T00:42:00.000000000Z,33,1,35888,5127.750000000,5128.500000000,5127.750000000,5128.500000000,52,NQH7
2017-02-01T00:44:00.000000000Z,33,1,35888,5128.500000000,5128.750000000,5128.000000000,5128.000000000,61,NQH7
2017-02-01T00:46:00.000000000Z,33,1,35888,5128.000000000,5128.500000000,5128.000000000,5128.500000000,20,NQH7
2017-02-01T00:48:00.000000000Z,33,1,35888,5128.500000000,5128.500000000,5128.250000000,5128.500000000,23,NQH7
2017-02-01T00:50:00.000000000Z,33,1,35888,5128.250000000,5129.000000000,5128.250000000,5128.750000000,91,NQH7
2017-02-01T00:52:00.000000000Z,33,1,35888,5128.750000000,5129.500000000,5128.750000000,5129.250000000,25,NQH7
2017-02-01T00:54:00.000000000Z,33,1,35888,5129.000000000,5129.250000000,5129.000000000,5129.250000000,12,NQH7
2017-02-01T00:56:00.000000000Z,33,1,35888,5129.250000000,5130.000000000,5129.250000000,5129.250000000,67,NQH7
2017-02-01T00:58:00.000000000Z,33,1,35888,5129.250000000,5129.750000000,5129.250000000,5129.750000000,37,NQH7
2017-02-01T01:00:00.000000000Z,33,1,35888,5129.500000000,5131.000000000,5129.250000000,5131.000000000,104,NQH7
2017-02-01T01:02:00.000000000Z,33,1,35888,5131.000000000,5131.500000000,5130.750000000,5131.000000000,103,NQH7
2017-02-01T01:04:00.000000000Z,33,1,35888,5131.000000000,5131.000000000,5130.000000000,5130.250000000,50,NQH7
2017-02-01T01:06:00.000000000Z,33,1,35888,5130.250000000,5130.500000000,5130.000000000,5130.250000000,51,NQH7
2017-02-01T01:08:00.000000000Z,33,1,35888,5130.500000000,5130.750000000,5130.000000000,5130.750000000,25,NQH7
2017-02-01T01:10:00.000000000Z,33,1,35888,5131.000000000,5131.000000000,5129.500000000,5129.750000000,37,NQH7
2017-02-01T01:12:00.000000000Z,33,1,35888,5129.500000000,5129.500000000,5129.000000000,5129.500000000,46,NQH7
2017-02-01T01:14:00.000000000Z,33,1,35888,5129.250000000,5129.750000000,5129.250000000,5129.500000000,13,NQH7
2017-02-01T01:16:00.000000000Z,33,1,35888,5129.250000000,5129.250000000,5127.750000000,5128.000000000,164,NQH7
2017-02-01T01:18:00.000000000Z,33,1,35888,5128.000000000,5128.250000000,5127.500000000,5127.500000000,37,NQH7
2017-02-01T01:20:00.000000000Z,33,1,35888,5127.500000000,5128.000000000,5127.250000000,5127.750000000,41,NQH7
2017-02-01T01:22:00.000000000Z,33,1,35888,5127.500000000,5127.500000000,5126.000000000,5126.250000000,127,NQH7
2017-02-01T01:24:00.000000000Z,33,1,35888,5126.000000000,5126.750000000,5126.000000000,5126.250000000,62,NQH7
2017-02-01T01:26:00.000000000Z,33,1,35888,5126.500000000,5126.500000000,5125.250000000,5126.000000000,80,NQH7
2017-02-01T01:28:00.000000000Z,33,1,35888,5125.750000000,5126.000000000,5125.750000000,5125.750000000,34,NQH7
2017-02-01T01:30:00.000000000Z,33,1,35888,5125.500000000,5125.500000000,5124.250000000,5124.500000000,160,NQH7
2017-02-01T01:32:00.000000000Z,33,1,35888,5124.750000000,5124.750000000,5124.250000000,5124.750000000,67,NQH7
2017-02-01T01:34:00.000000000Z,33,1,35888,5125.000000000,5125.000000000,5124.500000000,5125.000000000,54,NQH7
2017-02-01T01:36:00.000000000Z,33,1,35888,5124.750000000,5125.000000000,5124.500000000,5124.750000000,39,NQH7
2017-02-01T01:38:00.000000000Z,33,1,35888,5124.750000000,5125.500000000,5124.750000000,5124.750000000,31,NQH7
2017-02-01T01:40:00.000000000Z,33,1,35888,5124.500000000,5124.750000000,5124.000000000,5124.000000000,37,NQH7
2017-02-01T01:42:00.000000000Z,33,1,35888,5124.000000000,5124.250000000,5123.500000000,5124.250000000,43,NQH7
2017-02-01T01:44:00.000000000Z,33,1,35888,5124.500000000,5124.500000000,5123.000000000,5123.000000000,45,NQH7
2017-02-01T01:46:00.000000000Z,33,1,35888,5123.000000000,5123.500000000,5123.000000000,5123.500000000,46,NQH7
2017-02-01T01:48:00.000000000Z,33,1,35888,5123.500000000,5124.000000000,5123.000000000,5123.750000000,60,NQH7
2017-02-01T01:50:00.000000000Z,33,1,35888,5123.750000000,5124.750000000,5123.500000000,5124.750000000,124,NQH7
2017-02-01T01:52:00.000000000Z,33,1,35888,5125.000000000,5125.000000000,5124.250000000,5124.750000000,58,NQH7
2017-02-01T01:54:00.000000000Z,33,1,35888,5125.000000000,5125.250000000,5124.750000000,5124.750000000,58,NQH7
2017-02-01T01:56:00.000000000Z,33,1,35888,5125.000000000,5125.500000000,5124.750000000,5125.500000000,35,NQH7
2017-02-01T01:58:00.000000000Z,33,1,35888,5125.250000000,5125.250000000,5125.000000000,5125.000000000,22,NQH7
2017-02-01T02:00:00.000000000Z,33,1,35888,5125.000000000,5126.000000000,5125.000000000,5126.000000000,53,NQH7
2017-02-01T02:02:00.000000000Z,33,1,35888,5125.750000000,5125.750000000,5125.000000000,5125.750000000,35,NQH7
2017-02-01T02:04:00.000000000Z,33,1,35888,5125.750000000,5126.000000000,5124.250000000,5125.750000000,22,NQH7
2017-02-01T02:06:00.000000000Z,33,1,35888,5125.500000000,5126.000000000,5125.250000000,5125.750000000,34,NQH7
2017-02-01T02:08:00.000000000Z,33,1,35888,5125.750000000,5126.750000000,5125.500000000,5126.250000000,60,NQH7
2017-02-01T02:10:00.000000000Z,33,1,35888,5126.250000000,5126.250000000,5125.500000000,5125.750000000,42,NQH7
2017-02-01T02:12:00.000000000Z,33,1,35888,5125.500000000,5126.000000000,5125.250000000,5125.750000000,19,NQH7
2017-02-01T02:14:00.000000000Z,33,1,35888,5125.500000000,5126.000000000,5125.500000000,5125.750000000,11,NQH7
2017-02-01T02:16:00.000000000Z,33,1,35888,5125.500000000,5125.500000000,5124.500000000,5124.750000000,49,NQH7
2017-02-01T02:18:00.000000000Z,33,1,35888,5124.500000000,5124.750000000,5124.500000000,5124.500000000,31,NQH7
2017-02-01T02:20:00.000000000Z,33,1,35888,5124.750000000,5124.750000000,5124.250000000,5124.500000000,28,NQH7
2017-02-01T02:22:00.000000000Z,33,1,35888,5124.250000000,5124.500000000,5124.250000000,5124.250000000,17,NQH7
2017-02-01T02:24:00.000000000Z,33,1,35888,5124.250000000,5124.250000000,5124.250000000,5124.250000000,6,NQH7
2017-02-01T02:26:00.000000000Z,33,1,35888,5124.500000000,5124.750000000,5123.750000000,5124.500000000,57,NQH7
2017-02-01T02:28:00.000000000Z,33,1,35888,5124.500000000,5125.000000000,5124.500000000,5125.000000000,21,NQH7
2017-02-01T02:30:00.000000000Z,33,1,35888,5125.000000000,5125.000000000,5124.500000000,5124.750000000,14,NQH7
2017-02-01T02:32:00.000000000Z,33,1,35888,5124.500000000,5124.750000000,5124.250000000,5124.750000000,12,NQH7
2017-02-01T02:34:00.000000000Z,33,1,35888,5124.500000000,5124.750000000,5124.250000000,5124.500000000,19,NQH7
2017-02-01T02:36:00.000000000Z,33,1,35888,5124.500000000,5125.000000000,5124.500000000,5125.000000000,20,NQH7
2017-02-01T02:38:00.000000000Z,33,1,6398,5124.250000000,5125.250000000,5124.250000000,5125.250000000,39,NQM7
