ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2019-03-01T00:00:00.000000000Z,33,1,15657,7105.500000000,7114.250000000,7105.500000000,7113.500000000,473,NQH9
2019-03-01T00:03:00.000000000Z,33,1,15657,7113.250000000,7114.000000000,7112.000000000,7112.750000000,206,NQH9
2019-03-01T00:06:00.000000000Z,33,1,15657,7112.250000000,7113.000000000,7109.750000000,7110.250000000,349,NQH9
2019-03-01T00:09:00.000000000Z,33,1,15657,7110.250000000,7110.750000000,7109.250000000,7109.750000000,145,NQH9
2019-03-01T00:12:00.000000000Z,33,1,15657,7109.750000000,7111.000000000,7109.500000000,7110.000000000,94,NQH9
2019-03-01T00:15:00.000000000Z,33,1,15657,7110.250000000,7111.250000000,7109.750000000,7110.750000000,109,NQH9
2019-03-01T00:18:00.000000000Z,33,1,15657,7110.500000000,7110.750000000,7109.250000000,7109.250000000,81,NQH9
2019-03-01T00:21:00.000000000Z,33,1,15657,7109.250000000,7135.250000000,7108.750000000,7110.250000000,128,NQH9
2019-03-01T00:24:00.000000000Z,33,1,15657,7110.250000000,7110.250000000,7108.250000000,7109.000000000,100,NQH9
2019-03-01T00:27:00.000000000Z,33,1,15657,7109.000000000,7109.750000000,7108.750000000,7109.750000000,49,NQH9
2019-03-01T00:30:00.000000000Z,33,1,15657,7109.750000000,7111.000000000,7109.750000000,7110.250000000,95,NQH9
2019-03-01T00:33:00.000000000Z,33,1,15657,7110.250000000,7138.500000000,7110.250000000,7112.500000000,138,NQH9
2019-03-01T00:36:00.000000000Z,33,1,15657,7112.500000000,7114.000000000,7110.750000000,7111.500000000,181,NQH9
2019-03-01T00:39:00.000000000Z,33,1,15657,7111.250000000,7111.500000000,7110.250000000,7111.000000000,62,NQH9
2019-03-01T00:42:00.000000000Z,33,1,15657,7110.750000000,7111.500000000,7110.250000000,7111.500000000,54,NQH9
2019-03-01T00:45:00.000000000Z,33,1,15657,7111.250000000,7113.750000000,7110.250000000,7113.750000000,136,NQH9
2019-03-01T00:48:00.000000000Z,33,1,9166,7140.000000000,7140.000000000,7113.000000000,7113.500000000,148,NQM9
2019-03-01T00:51:00.000000000Z,33,1,15657,7113.500000000,7114.000000000,7112.750000000,7114.000000000,77,NQH9
2019-03-01T00:54:00.000000000Z,33,1,15657,7113.750000000,7114.000000000,7113.000000000,7114.000000000,43,NQH9
2019-03-01T00:57:00.000000000Z,33,1,15657,7114.000000000,7114.250000000,7112.250000000,7112.750000000,81,NQH9
2019-03-01T01:00:00.000000000Z,33,1,15657,7112.750000000,7114.750000000,7112.750000000,7114.750000000,111,NQH9
2019-03-01T01:03:00.000000000Z,33,1,15657,7114.750000000,7116.500000000,7114.250000000,7116.000000000,152,NQH9
2019-03-01T01:06:00.000000000Z,33,1,15657,7116.000000000,7116.750000000,7115.750000000,7116.500000000,98,NQH9
2019-03-01T01:09:00.000000000Z,33,1,15657,7116.250000000,7146.250000000,7116.000000000,7146.250000000,407,NQH9
2019-03-01T01:12:00.000000000Z,33,1,9166,7149.000000000,7150.000000000,7121.000000000,7124.000000000,620,NQM9
2019-03-01T01:15:00.000000000Z,33,1,15657,7124.250000000,7125.750000000,7122.000000000,7122.000000000,311,NQH9
2019-03-01T01:18:00.000000000Z,33,1,15657,7122.250000000,7122.750000000,7121.500000000,7122.500000000,121,NQH9
2019-03-01T01:21:00.000000000Z,33,1,15657,7122.500000000,7123.000000000,7121.500000000,7122.000000000,123,NQH9
2019-03-01T01:24:00.000000000Z,33,1,15657,7122.000000000,7122.500000000,7120.000000000,7122.250000000,227,NQH9
2019-03-01T01:27:00.000000000Z,33,1,15657,7122.250000000,7122.750000000,7119.500000000,7120.250000000,253,NQH9
2019-03-01T01:30:00.000000000Z,33,1,15657,7120.250000000,7122.000000000,7119.500000000,7119.500000000,283,NQH9
2019-03-01T01:33:00.000000000Z,33,1,9166,7145.500000000,7146.000000000,26.000000000,7121.000000000,467,NQM9
2019-03-01T01:36:00.000000000Z,33,1,15657,7120.750000000,7121.500000000,7118.250000000,7120.750000000,331,NQH9
2019-03-01T01:39:00.000000000Z,33,1,15657,7120.250000000,7123.250000000,7119.250000000,7122.500000000,269,NQH9
2019-03-01T01:42:00.000000000Z,33,1,15657,7122.500000000,7122.750000000,7121.000000000,7122.750000000,164,NQH9
2019-03-01T01:45:00.000000000Z,33,1,16931,26.250000000,7161.750000000,26.250000000,7128.500000000,2365,NQH9-NQM9
